,Date,Open,High,Low,Close,Adj Close,Volume,EMA_20,EMA_50,EMA_100,Signal,EMAs_Converge
0,2010-01-04,7.622499942779541,7.660714149475098,7.585000038146973,7.643214225769043,6.47074031829834,493729600,7.643214225769043,7.643214225769043,7.643214225769043,,True
1,2010-01-05,7.664286136627197,7.699643135070801,7.6160712242126465,7.656428813934326,6.48192834854126,601904800,7.644472757975261,7.6437324449127795,7.643475900782216,,True
2,2010-01-06,7.656428813934326,7.68678617477417,7.526785850524902,7.534643173217773,6.378823280334473,552160000,7.634012797522167,7.639454434258074,7.641320797266089,,True
3,2010-01-07,7.5625,7.5714287757873535,7.466071128845215,7.520713806152344,6.367033004760742,477131200,7.623222417391707,7.634797939038242,7.638932540016312,Sell,True
4,2010-01-08,7.510714054107666,7.5714287757873535,7.466429233551025,7.570713996887207,6.409362316131592,447610800,7.618221615438897,7.632284843267613,7.637581677776132,Sell,True
5,2010-01-11,7.599999904632568,7.607142925262451,7.444643020629883,7.503929138183594,6.352823734283447,462229600,7.607336617605059,7.627251286205495,7.634935092833706,Sell,True
6,2010-01-12,7.471070766448975,7.491786003112793,7.372142791748047,7.418570995330811,6.280559062957764,594459600,7.589358939293225,7.6190677453868805,7.630650655259391,Sell,True
7,2010-01-13,7.423929214477539,7.533214092254639,7.289286136627197,7.523213863372803,6.369148254394531,605892000,7.583059408253185,7.615308769621623,7.628523194033914,Sell,True
8,2010-01-14,7.503929138183594,7.516428947448731,7.465000152587891,7.479642868041992,6.332261562347412,432894000,7.573210213947357,7.609988538187128,7.6255750687667465,Sell,True
9,2010-01-15,7.533214092254639,7.557143211364746,7.352499961853027,7.354642868041992,6.226437091827393,594067600,7.552394276242084,7.599974982495162,7.620210074692989,Sell,True
10,2010-01-19,7.440357208251953,7.685357093811035,7.401429176330566,7.679999828338623,6.501884937286377,730007600,7.564547185965564,7.603113211743926,7.621394030210724,Sell,True
11,2010-01-20,7.675356864929199,7.698214054107666,7.482142925262451,7.56178617477417,6.401805400848389,612152800,7.564284232518765,7.601492543627465,7.620213676637723,Sell,True
12,2010-01-21,7.574285984039307,7.618214130401611,7.400356769561768,7.431070804595947,6.291141510009766,608154400,7.551597239383258,7.594809338175249,7.616468273230955,Sell,True
13,2010-01-22,7.385000228881836,7.410714149475098,7.041429042816162,7.0625,5.979106903076172,881767600,7.505016549918186,7.573934462168377,7.605498604454104,Sell,True
14,2010-01-25,7.232500076293945,7.310713768005371,7.1496429443359375,7.252500057220459,6.139963626861572,1065699600,7.48096736013745,7.561329191386106,7.598508534211854,Sell,True
15,2010-01-26,7.3553571701049805,7.632500171661377,7.235000133514404,7.355000019073486,6.226739406585693,1867110000,7.4689704705123106,7.553237851295415,7.593686583417035,Sell,True
16,2010-01-27,7.387499809265137,7.520713806152344,7.126070976257324,7.424285888671875,6.285397052764893,1722568400,7.464714796051316,7.548180911584688,7.59033211421416,Sell,True
17,2010-01-28,7.318929195404053,7.339285850524902,7.096428871154785,7.117499828338623,6.02567195892334,1173502400,7.431646703888203,7.531291457339744,7.580969098652268,Sell,True
18,2010-01-29,7.181428909301758,7.221428871154785,6.794642925262451,6.859285831451416,5.807065963745117,1245952400,7.377136144608508,7.504938295540202,7.566678340885915,,False
19,2010-02-01,6.870357036590576,7.0,6.8321428298950195,6.9546427726745605,5.887795448303223,749876400,7.336898680614799,7.483358078957236,7.55455882468371,,False
20,2010-02-02,6.996786117553711,7.0114288330078125,6.906428813934326,6.994999885559082,5.921963214874268,698342400,7.304336890609492,7.464206777255348,7.543478449651539,,False
21,2010-02-03,6.9703569412231445,7.150000095367432,6.943571090698242,7.115356922149658,6.023857116699219,615328000,7.286338798375223,7.450526390780615,7.5350007956416,,False
22,2010-02-04,7.026071071624756,7.0846428871154785,6.841785907745361,6.85892915725708,5.806764602661133,757652000,7.245633118268732,7.427326499269888,7.521613238445867,,False
23,2010-02-05,6.879642963409424,7.0,6.816071033477783,6.980713844299316,5.909870147705078,850306800,7.220402711224026,7.409812277506337,7.510902359353856,,False
24,2010-02-08,6.98892879486084,7.067142963409424,6.9285712242126465,6.932857036590576,5.8693528175354,478270800,7.193017408877983,7.391108150411601,7.499455917318939,,False
25,2010-02-09,7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,5.931941509246826,632886800,7.175281071803736,7.376036688418926,7.48970007478982,,False
26,2010-02-10,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.899587631225586,370361600,7.155594416019159,7.3600576491109555,7.479380690854688,,False
27,2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,6.006926536560059,550345600,7.1498575136576346,7.349677229193786,7.471776260168915,,False
28,2010-02-12,7.075356960296631,7.2014288902282715,6.982142925262451,7.156428813934326,6.058628559112549,655468800,7.150483351779224,7.342098859967925,7.465531756283082,,False
29,2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.14993953704834,543737600,7.161321703158323,7.339047376881331,7.461546692619254,,False
30,2010-02-17,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.124240398406982,436396800,7.168236698786776,7.3349250937588115,7.45703941469129,,False
31,2010-02-18,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.135730266571045,422825200,7.17578557916704,7.331496656465507,7.45289011821779,,False
32,2010-02-19,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.097631931304932,415469600,7.178329797006902,7.326437958819237,7.447931895411212,,False
33,2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.0598368644714355,390563600,7.176380001217972,7.319826938521351,7.442187836912439,,False
34,2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,7.0378570556640625,5.958246231079102,575094800,7.1631873397366475,7.30876929605636,7.434181286788708,,False
35,2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.067097187042236,460566400,7.163496073363268,7.303187325341058,7.428879262155588,,False
36,2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.107610702514648,665126000,7.168333194997709,7.299700992995327,7.424629887667852,,False
37,2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.186826229095459,507460800,7.181621179911316,7.3000208378422,7.422317553983153,,False
38,2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.318957805633545,550093600,7.208507655760768,7.306448615822136,7.423141546504884,,False
39,2010-03-02,7.497499942779541,7.529643058776856,7.419285774230957,7.458929061889648,6.314724922180176,566546400,7.232357313487328,7.312428241158117,7.423850210175869,,False
40,2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.32923698425293,372052800,7.255568129430429,7.318845599578971,7.4248842828632755,,False
41,2010-03-04,7.474286079406738,7.532856941223144,7.451070785522461,7.525356769561768,6.370962619781494,366041200,7.281262285633414,7.326944076833199,7.426873837055325,Buy,True
42,2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.620104789733887,899620400,7.332536641347363,7.346265604040912,7.434651444650861,Buy,True
43,2010-03-08,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,6.624035358428955,429889600,7.3793699120799285,7.3650115012957516,7.442366980084295,Buy,True
